frequency_rank,spanish,part_of_speech,english_meaning,korean,category_code
568,iniciar,v,"initiate, start",시작하다,A-2
569,bajar,v,"come down, let down","내려가다, 내리다",B-2
570,consecuencia,nf,consequence,결과,A-2
571,notar,v,notice,알아채다,A-1-b
572,acto,nm,"act, action","행위, 행동",A-1-a
573,meter,v,put (into),~안에 넣다,B-2
574,absoluto,adj,absolute,절대적인,A-2
575,pena,nf,trouble; valer la pena: be of worth,"고통, 어려움; 가치가 있다",A-3
576,actuar,v,act,행동하다,A-1-a
577,segundo,nm,second,초,A-1-b
578,altura,nf,"height, altitude",높이,A-3
579,deseo,nm,"desire, wish","욕구, 소원",A-3
580,precisamente,adv,precisely,정확히,A-2
581,joven,nc,"teenager, young person","젊은이, 청소년",B-2
582,veinte,num,twenty,스물,B-2
583,sueño,nm,"dream, sleep","꿈, 잠",B-2
584,pretender,v,attempt,~인 체하다,A-3
585,tarea,nf,"task, job",과제,B-2
586,carta,nf,"letter, (playing) card","편지, 카드",A-3
587,apenas,adv,"hardly, barely",거의 ~않다,B-2
588,propiedad,nf,property,"재산, 소유권",A-2
589,producto,nm,product,제품,A-2
590,personal,adj,personal,개인의,A-1-a
591,simplemente,adv,"simply, just",단순히,A-2
592,imposible,adj,impossible,불가능한,A-2
593,gusto,nm,"pleasure, taste, preference","기쁨, 맛, 취향",B-2
594,ayuda,nf,"help, aid","도움, 원조",A-3
595,acordar,v,"remember, remind","기억하다, 합의하다",A-3
596,lengua,nf,"language, tongue, strip (of land)","언어, 혀",A-3
597,cortar,v,cut,자르다,B-2
598,plan,nm,plan,계획,A-1-a
599,corresponder,v,correspond with,~에 해당하다,A-2
600,vuelta,nf,"return, turn","회전, 귀환",B-2
601,romper,v,break,부수다,A-3
602,siquiera,adv,even (if),~조차도,B-2
603,adquirir,v,"acquire, get",얻다,A-2
604,proyecto,nm,"project, plan",프로젝트,A-2
605,memoria,nf,memory,기억,A-2
606,origen,nm,"origin, cause","기원, 원인",A-1-b
607,elemento,nm,element,요소,A-1-b
608,inglés,adj,English,영국의,A-1-b
609,mercado,nm,market,시장,A-3
610,curso,nm,"course, direction","과정, 강의",A-1-b
611,lanzar,v,"throw, launch",던지다,B-2
612,aprovechar,v,take advantage of,이용하다,B-2
613,sangre,nf,blood,피,A-3
614,interior,nm,"interior, inside",내부,A-1-a
615,duro,adj,hard,단단한,A-3
616,apoyar,v,"support, lean on","지지하다, 기대다",B-2
617,negar,v,"deny, refuse","부인하다, 거절하다",A-3
618,avanzar,v,"advance, progress","전진하다, 진보하다",A-2
619,uso,nm,use,사용,A-1-a
620,brazo,nm,arm,팔,B-2
621,profesor,nm/f,"professor, teacher",교수,A-2
622,resolver,v,"resolve, settle, work out",해결하다,A-3
623,futuro,nm,future,미래,A-1-a
624,oportunidad,nf,"opportunity, chance",기회,A-2
625,mitad,nf,"half, middle",절반,B-2
626,costar,v,"cost, be hard","비용이 들다, 힘들다",A-1-b
627,rico,adj,"rich, tasty","부유한, 맛있는",A-1-a
628,recuerdo,nm,"memory, keepsake","기억, 기념품",B-2
629,total,adj,"total, entire","전체의, 완전한",A-1-a
630,exigir,v,demand,요구하다,A-3
631,abajo,adv,"down, below, downward",아래에,B-2
632,opinión,nf,"opinion, view",의견,A-2
633,aumentar,v,increase,증가시키다,A-3
634,recoger,v,pick up,"줍다, 모으다",B-2
635,boca,nf,"mouth, entrance, opening",입,B-2
636,dirección,nf,"direction, address","방향, 주소",A-2
637,puro,adj,"pure, clean",순수한,A-1-a
638,abandonar,v,"abandon, leave (a place)",버리다,A-2
639,pieza,nf,"piece, part","조각, 부품",B-2
640,profesional,adj,professional,전문적인,A-2
641,imponer,v,"impose, enforce",강요하다,A-3
642,obligar,v,"obligate, force",의무를 지우다,A-3
643,físico,adj,physical,물리적인,A-2
644,actitud,nf,attitude,태도,A-2
645,mar,nmf,sea,바다,A-3
646,francés,adj,French,프랑스의,B-2
647,entrada,nf,"entrance, admission ticket","입구, 입장권",B-2
648,contacto,nm,contact,접촉,A-2
649,corazón,nm,"heart, core","심장, 마음",B-2
650,aplicar,v,apply,적용하다,A-2
651,capital,nmf,"capital; city (f), money (m)","수도, 자본",A-1-a
652,rápido,adj,"quick, fast",빠른,A-2
653,título,nm,"title, heading","제목, 학위",A-1-b
654,pertenecer,v,to belong,~에 속하다,A-3
655,cuarto,nm,"room, chamber",방,B-2
656,material,nm,"material, element",재료,A-1-a
657,golpe,nm,"hit, strike, punch","타격, 충격",B-2
658,disponer,v,"have means, dispose","배치하다, 처리하다",B-2
659,comunicación,nf,communication,의사소통,A-2
660,expresar,v,express,표현하다,A-2
661,simple,adj,"simple, mere, simple-minded",간단한,A-1-a
662,totalmente,adv,"totally, completely",완전히,A-2
663,provocar,v,"cause, provoke","유발하다, 도발하다",A-3
664,normal,adj,"normal, usual, regular",정상적인,A-1-a
665,defender,v,"defend, protect","방어하다, 보호하다",A-2
666,enfermedad,nf,"illness, sickness",질병,B-2
667,bien,nm,"goods, property, benefit","재산, 선",B-2
668,materia,nf,"matter, subject","물질, 과목",A-1-b
669,quitar,v,"remove, take away",제거하다,B-2
670,conservar,v,"conserve, preserve",보존하다,A-2
671,moderno,adj,modern,현대의,A-1-b
672,sitio,nm,"place, space","장소, 공간",B-2
673,depender,v,depend on,~에 달려있다,A-2
674,naturaleza,nf,"nature, character","자연, 본성",B-2
675,capacidad,nf,capacity,능력,A-2
676,actual,adj,current,현재의,A-2
677,marcar,v,"mark, note, dial","표시하다, 전화 걸다",A-1-a
678,distancia,nf,distance,거리,A-2
679,pleno,adj,"complete, full","완전한, 한창인",B-2
680,cerrado,adj,closed,닫힌,B-2
681,compartir,v,share,공유하다,B-2
682,información,nf,information,정보,A-2
683,ambiente,nm,"environment, atmosphere",환경,A-3
684,especialmente,adv,especially,특히,A-2
685,desarrollo,nm,development,발전,B-2
686,sol,nm,sun,태양,A-3
687,muerto,adj,dead,죽은,B-2
688,consistir,v,consist of,~로 구성되다,A-2
689,constituir,v,"constitute, consist of",구성하다,A-2
690,dispuesto,adj,"willing, ready",준비된,B-2
691,cubrir,v,cover,덮다,B-2
692,funcionar,v,"work, function","작동하다, 기능하다",A-2
693,compañero,nm,"companion, classmate","동료, 친구",A-3
694,salida,nf,"exit, escape, outcome","출구, 외출",B-2
695,caber,v,fit (into),~에 맞다,B-2
696,conciencia,nf,"conscience, consciousness","양심, 의식",A-2
697,atender,v,"serve, attend to","주의를 기울이다, 돌보다",A-2
698,enfermo,adj,"ill, sick",아픈,B-2
699,insistir,v,insist on,주장하다,A-2
700,costumbre,nf,"habit, custom, usage","습관, 관습",A-3
701,detrás,adv,behind,뒤에,B-2
702,paz,nf,peace,평화,B-2
703,noticia,nf,news,소식,B-2
704,circunstancia,nf,circumstance,상황,A-2
705,dolor,nm,"pain, ache, sorrow","고통, 슬픔",A-3
706,privado,adj,private,사적인,A-2
707,estilo,nm,style,스타일,A-2
708,precio,nm,"price, cost, value","가격, 가치",A-3
709,popular,adj,popular,인기있는,A-1-a
710,sentar,v,"sit (down), seat",앉다,A-3
711,planta,nf,"plant, floor","식물, 층",A-1-b
712,personaje,nm,character (e.g. movie),등장인물,B-2
713,famoso,adj,"famous, well-known",유명한,A-2
714,éxito,nm,success,성공,B-3
715,hija,nf,daughter,딸,B-2
716,merecer,v,"deserve, be worthy (of)",~할 가치가 있다,A-3
717,edificio,nm,building,건물,A-3
718,autoridad,nf,authority,권위,A-2
719,piedra,nf,"stone, rock","돌, 암석",B-2
720,incluir,v,include,포함하다,A-2
721,conjunto,nm,"group, set",전체,B-2
722,treinta,num,thirty,서른,B-2
723,cuánto,adj,how much?,얼마나 많이?,B-2
724,inmediato,adj,immediate,즉각적인,A-2
725,suerte,nf,"luck, fortune","운, 행운",B-2
726,cruzar,v,cross,건너다,A-1-b
727,tender,v,"tend to, lay out","~하는 경향이 있다, 펴다",A-2
728,finalmente,adv,"finally, at last",마침내,A-2
729,junto,adj,together,함께,A-3
730,anunciar,v,"announce, advertise",발표하다,A-2
731,espíritu,nm,"spirit, ghost","정신, 영혼",A-2
732,miembro,nm,"member, limb","구성원, 팔다리",A-3
733,directo,adj,"direct, straight",직접적인,A-2
734,despertar,v,"wake (up), arouse","깨우다, 깨다",B-2
735,recurso,nm,"resource, recourse, means",자원,A-3
736,pared,nf,(interior) wall,벽,B-2
737,equipo,nm,"team, equipment, outfit","팀, 장비",B-2
738,error,nm,"error, mistake",실수,A-1-a
739,preciso,adj,"precise, necessary","정확한, 필요한",A-2
740,diverso,adj,"different, several, diverse",다양한,A-2
741,dificultad,nf,"difficulty, obstacle",어려움,A-2
742,comentar,v,comment on,논평하다,A-2
743,publicar,v,publish,출판하다,A-2
744,familiar,adj,"familiar, of the family","가족의, 친숙한",A-1-a
745,voluntad,nf,"will, willpower, intention",의지,B-2
746,reunión,nf,"meeting, reunion","회의, 모임",A-2
747,modelo,nc,"model, pattern",모델,A-1-a
748,cargar,v,"load (up), carry","싣다, 충전하다",A-3
749,fecha,nf,"date, day",날짜,B-2
750,participar,v,participate,참여하다,A-2
751,impedir,v,"prevent, hinder",막다,A-3
752,propósito,nm,"intention, purpose",목적,A-2
753,salvar,v,"save, rescue",구하다,A-3
754,cuidado,nm,"care, carefulness","주의, 조심",B-2
755,puesto,nm,"job, place, position","자리, 직책",A-3
756,grado,nm,"degree, grade","정도, 학년",A-3
757,escapar,v,escape,탈출하다,A-2
758,lucha,nf,"fight, struggle, wrestle",싸움,B-2
759,tirar,v,"throw, pull","던지다, 당기다",B-2
760,entero,adj,"entire, whole, complete",전체의,A-3
761,jefe,nm/f,"leader, boss, manager","상사, 우두머리",A-3
762,interesante,adj,interesting,흥미로운,A-2
763,amplio,adj,"wide, ample, broad",넓은,B-2
764,contestar,v,"answer, reply",대답하다,B-3
765,periódico,nm,"newspaper, periodical",신문,A-2
766,preocupar,v,worry,걱정하다,A-3
767,prestar,v,lend,빌려주다,B-2
768,par,nmf,"pair, couple (m); a la par: at same time",쌍,A-1-b
769,público,nm,"public, audience","대중, 관객",A-2
770,pesar,v,weigh,무게가 나가다,B-2
771,final,adj,final,마지막의,A-1-a
772,calidad,nf,quality,품질,A-2
773,exponer,v,"expound, expose","설명하다, 노출하다",A-3
774,civil,adj,civil,시민의,A-1-a
775,ciencia,nf,"science, knowledge",과학,A-1-b
776,tamaño,nm,"size, dimension",크기,B-2
777,mas,conj,"but, however",그러나,B-1
778,doctor,nm/f,doctor,"의사, 박사",A-1-a
779,cuadro,nm,"painting, picture","그림, 사각형",B-2
780,caballo,nm,horse,말,B-2
781,responsabilidad,nf,responsibility,책임,A-2
782,cincuenta,num,fifty,쉰,B-2
783,interno,adj,internal,내부의,A-2
784,detalle,nm,detail,세부사항,A-2
785,marcha,nf,"march, progress","행진, 진행",A-1-b
786,nueve,num,nine,아홉,B-2
787,carne,nf,"meat, flesh",고기,A-3
788,jamás,adv,never,결코 ~않다,B-2
789,pensamiento,nm,"thought, thinking",생각,B-2
790,viajar,v,travel,여행하다,A-3
791,cargo,nm,"position, charge, fee","직책, 책임, 요금",A-3
792,separar,v,separate,분리하다,A-2
793,santa,nf,saint (f),성녀,A-3
794,construcción,nf,construction,건설,A-2
795,juicio,nm,judgment,"재판, 판단",A-3
796,terreno,nm,"ground, earth, terrain","땅, 지형",A-3
797,piso,nm,"floor, story","층, 바닥",B-2
798,compañía,nf,company,회사,A-2
799,regresar,v,return (to a place),돌아가다,A-3
800,texto,nm,text,텍스트,A-1-a
801,fuente,nf,source; fountain,"원천, 분수",B-2
802,presente,nm,present,현재,A-1-b
803,definitivo,adj,"definitive, conclusive",결정적인,A-2
804,revista,nf,"magazine, journal",잡지,B-2
805,esperanza,nf,hope,희망,B-2
806,máquina,nf,machine,기계,A-3
807,contemplar,v,contemplate,심사숙고하다,A-2
808,recorrer,v,"travel, cover (distance)",돌아다니다,B-2
809,frase,nf,phrase,구절,A-3
810,perfecto,adj,perfect,완벽한,A-1-b
811,sala,nf,"room, hall","방, 홀",B-2
812,durar,v,last,지속되다,A-3
813,instrumento,nm,instrument,"도구, 악기",A-1-b
814,aquello,pron,that over there (n),저것,B-1
815,defensa,nf,"defense, plea","방어, 변호",A-2
816,director,nm/f,"director, manager, principal",감독,A-2
817,retirar,v,"take away, retire","물리다, 은퇴하다",A-3
818,explicación,nf,explanation,설명,A-2
819,artículo,nm,"article, product, item","기사, 물품",A-2
820,debajo,adv,"underneath, below",아래에,B-2
821,permanecer,v,"stay, remain",남아있다,A-3
822,asistir,v,attend,참석하다,B-3
823,doce,num,twelve,열둘,B-2
824,radio,nmf,"radio; set (m), communication (f)",라디오,A-1-a
825,organizar,v,organize,조직하다,A-2
826,película,nf,"movie, film",영화,B-2
827,elección,nf,"election, choice",선거,A-2
828,visita,nf,"visit, visitor, guest",방문,A-1-b
829,contener,v,contain,포함하다,A-2
830,apoyo,nm,"support, backing",지지,B-2
831,presidente,nm,president,대통령,A-2
832,arma,nf (el),weapon,무기,B-2
833,árbol,nm,tree,나무,A-3
834,visitar,v,visit,방문하다,A-1-b
835,informar,v,inform,알리다,A-2
836,encuentro,nm,"meeting, game, skirmish","만남, 시합",B-2
837,parecido,adj,similar,비슷한,B-2
838,corriente,nf,"current, flow","흐름, 전류",A-2
839,lectura,nf,reading,독서,A-3
840,existencia,nf,"existence, life",존재,A-2
841,lenguaje,nm,"language, speech",언어,A-3
842,enviar,v,send,보내다,B-2
843,aun,adv,"even (though), still",심지어,B-2
844,destino,nm,"destination, destiny","목적지, 운명",A-2
845,educación,nf,education,교육,A-2
846,cuidar,v,take care of,돌보다,B-2
847,intervenir,v,intervene,개입하다,A-2
848,operación,nf,operation,"수술, 작전",A-2
849,raro,adj,"strange, rare, scarce","이상한, 드문",A-1-b
850,perfectamente,adv,perfectly,완벽하게,A-2
851,extender,v,"extend, spread",넓히다,A-2
852,comprobar,v,"verify, prove",확인하다,B-2
853,nota,nf,"note, grade","메모, 성적",A-1-b
854,particular,adj,"particular, peculiar",특별한,A-1-a
855,ése,pron,"that one (m), [ésa (f)]",그것,B-1
856,militar,adj,military,군대의,A-2
857,dormir,v,sleep,자다,A-3
858,unido,adj,united,결합된,A-2
859,discutir,v,"argue, discuss",토론하다,A-2
860,extraordinario,adj,"extraordinary, exceptional",비범한,A-2
861,teatro,nm,"theater, drama","극장, 연극",A-2
862,enfrentar,v,"confront, face",직면하다,B-2
863,recién,adv,"recently, just",방금,A-2
864,negocio,nm,"business, transaction","사업, 거래",B-2
865,letra,nf,"letter, handwriting, lyrics",글자,B-2
866,peor,adv,worse,더 나쁘게,B-2
867,sentimiento,nm,"feeling, sentiment",감정,A-3
868,conducir,v,"lead, drive","이끌다, 운전하다",A-3
869,completamente,adv,completely,완전히,A-2
870,firmar,v,sign,서명하다,A-1-a
871,solución,nf,"solution, answer",해결책,A-2
872,mío,pron,mine,나의 것,B-1
873,comida,nf,"food, meal","음식, 식사",B-2
874,impresión,nf,"impression, printing",인상,A-2
875,plano,nm,"plane, map, level","평면, 계획",A-1-b
876,intención,nf,intention,의도,A-2
877,ritmo,nm,rhythm,리듬,A-1-b
878,verde,adj,green,녹색의,B-2
879,exacto,adj,"exact, faithful, true",정확한,A-2
880,respetar,v,respect,존중하다,A-2
881,banco,nm,"(financial) bank, bench","은행, 벤치",A-1-b
882,inmediatamente,adv,immediately,즉시,A-2
883,sostener,v,"support, hold up",지지하다,A-3
884,piel,nf,"skin, hide, fur",피부,B-2
885,delante,adv,"(in) front (of), ahead",앞에,B-2
886,religioso,adj,religious,종교적인,A-2
887,advertir,v,"notice, warn","알아차리다, 경고하다",B-2
888,oscuro,adj,"dark, obscure","어두운, 불분명한",A-3
889,control,nm,control,통제,A-1-a
890,investigación,nf,investigation,조사,A-2
891,transformar,v,"transform, change",변형시키다,A-2
892,conversación,nf,conversation,대화,A-2
893,verano,nm,summer,여름,B-2
894,respeto,nm,"respect, regard",존중,A-2
895,norte,nm,north,북쪽,A-1-b
896,mediante,prep,by means of,~을 통하여,B-2
897,cuarto,adj,fourth,네번째의,B-2
898,tradición,nf,tradition,전통,A-2
899,bastar,v,be sufficient,충분하다,B-2
900,población,nf,population,인구,A-2
901,pareja,nf,"couple, pair","커플, 쌍",B-2
902,pasado,nm,past,과거,A-1-b
903,diario,nm,newspaper,신문,A-3
904,azul,adj,blue,파란,B-2
905,mencionar,v,"mention, cite",언급하다,A-2
906,generación,nf,generation,세대,A-2
907,frío,adj,cold,추운,B-2
908,visión,nf,vision,"시력, 비전",A-1-b
909,concreto,adj,"concrete, real",구체적인,A-2
910,plantear,v,"propose, present",제기하다,B-2
911,probar,v,"test, prove, try","시험하다, 증명하다",A-3
912,derecho,adj,"right, straight","오른쪽의, 곧은",B-2
913,peligro,nm,"danger, menace",위험,A-3
914,oro,nm,gold,금,B-2
915,justo,adv,just,방금,A-1-a
916,manejar,v,"drive, handle","운전하다, 다루다",B-2
917,vino,nm,wine,와인,A-1-a
918,unir,v,"unite, join (together)",결합하다,A-2
919,caminar,v,walk,걷다,B-2
920,coincidir,v,"coincide, agree",일치하다,A-2
921,etapa,nf,"stage, period",단계,B-2
922,sencillo,adj,"simple, plain, easy","단순한, 쉬운",B-2
923,silencio,nm,silence,침묵,A-2
924,salvo,adv,"except (for), but",~을 제외하고,A-3
925,llenar,v,fill,채우다,B-2
926,dominar,v,"dominate, master",지배하다,A-2
927,determinado,adj,"determined, fixed",정해진,A-2
928,artista,nc,"artist, performer",예술가,A-2
929,medir,v,measure,측정하다,A-3
930,labor,nf,"labor, work, task","노동, 일",A-1-a
931,perdido,adj,lost,"잃어버린, 길을 잃은",B-2
932,cielo,nm,"sky, heaven, ceiling","하늘, 천국",B-2
933,práctica,nf,"practice, skill","연습, 실천",A-2
934,límite,nm,limit,한계,A-1-b
935,masa,nf,"mass, dough, bulk, crowd","덩어리, 대중",A-1-a
936,directamente,adv,"directly, straight away",직접적으로,A-2
937,atravesar,v,cross,횡단하다,B-2
938,formación,nf,"formation, education",형성,A-2
939,perro,nm,dog,개,B-2
940,izquierda,nf,left,왼쪽,B-2
941,destacar,v,"emphasize, stand out",강조하다,B-2
942,cercano,adj,near,가까운,B-2
943,cuarenta,num,forty,마흔,B-2
944,pronunciar,v,pronounce,발음하다,A-2
945,distinguir,v,distinguish,구별하다,A-2
946,energía,nf,"energy, power",에너지,A-2
947,confianza,nf,"confidence, trust","신뢰, 자신감",A-2
948,adecuado,adj,"adequate, suitable",적절한,B-2
949,introducir,v,"introduce, bring in",소개하다,A-2
950,flor,nf,flower,꽃,B-2
951,esposa,nf,wife,아내,A-3
952,comunicar,v,communicate,소통하다,A-2
953,italiano,adj,Italian,이탈리아의,A-2
954,invitar,v,invite,초대하다,A-2
955,responsable,adj,responsible,책임감 있는,A-2
956,feliz,adj,"happy, fortunate",행복한,A-3
957,revolución,nf,revolution,혁명,A-2
958,instalar,v,install,설치하다,A-2
959,tardar,v,"delay, take long","(시간이) 걸리다, 늦다",B-2
