순위,스페인어,품사,의미,분류코드
744,familiar,adj,"familiar, of the family",A-1-a
745,voluntad,nf,"will, willpower, intention",B-2
746,reunión,nf,"meeting, reunion",A-2
747,modelo,nc,"model, pattern",A-1-a
748,cargar,v,"load (up), carry",A-3
749,fecha,nf,"date, day",B-2
750,participar,v,participate,A-2
751,impedir,v,"prevent, hinder",A-3
752,propósito,nm,"intention, purpose",A-2
753,salvar,v,"save, rescue",A-3
754,cuidado,nm,"care, carefulness",B-2
755,puesto,nm,"job, place, position",A-3
756,grado,nm,"degree, grade",A-3
757,escapar,v,escape,A-2
758,lucha,nf,"fight, struggle, wrestle",B-2
759,tirar,v,"throw, pull",B-2
760,entero,adj,"entire, whole, complete",A-3
761,jefe,nm/f,"leader, boss, manager",A-3
762,interesante,adj,interesting,A-2
763,amplio,adj,"wide, ample, broad",B-2
764,contestar,v,"answer, reply",A-3
765,periódico,nm,"newspaper, periodical",A-2
766,preocupar,v,worry,A-3
767,prestar,v,lend,B-2
768,par,nmf,"pair, couple (m); a la par: at same time",A-1-b
769,público,nm,"public, audience",A-2
770,pesar,v,weigh,B-2
771,final,adj,final,A-1-a
772,calidad,nf,quality,A-2
773,exponer,v,"expound, expose",A-3
774,civil,adj,civil,A-1-a
775,ciencia,nf,"science, knowledge",A-1-b
776,tamaño,nm,"size, dimension",B-2
777,mas,conj,"but, however",B-1
778,doctor,nm/f,doctor,A-1-a
779,cuadro,nm,"painting, picture",B-2
780,caballo,nm,horse,B-2
781,responsabilidad,nf,responsibility,A-2
782,cincuenta,num,fifty,B-2
783,interno,adj,internal,A-2
784,detalle,nm,detail,A-2
785,marcha,nf,"march, progress",A-1-b
786,nueve,num,nine,B-2
787,carne,nf,"meat, flesh",A-3
788,jamás,adv,never,B-2
789,pensamiento,nm,"thought, thinking",B-2
790,viajar,v,travel,A-3
791,cargo,nm,"position, charge, fee",A-3
792,separar,v,separate,A-2
793,santa,nf,saint (f),A-3
794,construcción,nf,construction,A-2
795,juicio,nm,judgment,A-3
796,terreno,nm,"ground, earth, terrain",A-3
797,piso,nm,"floor, story",B-2
798,compañía,nf,company,A-2
799,regresar,v,return (to a place),A-3
800,texto,nm,text,A-1-a
801,fuente,nf,source; fountain,B-2
802,presente,nm,present,A-1-b
803,definitivo,adj,"definitive, conclusive",A-2
804,revista,nf,"magazine, journal",B-2
805,esperanza,nf,hope,B-2
806,máquina,nf,machine,A-3
807,contemplar,v,contemplate,A-2
808,recorrer,v,"travel, cover (distance)",B-2
809,frase,nf,phrase,A-3
810,perfecto,adj,perfect,A-1-b
811,sala,nf,"room, hall",B-2
812,durar,v,last,A-3
813,instrumento,nm,instrument,A-1-b
814,aquello,pron,that over there (n),B-1
815,defensa,nf,"defense, plea",A-2
816,director,nm/f,"director, manager, principal",A-2
817,retirar,v,"take away, retire",A-3
818,explicación,nf,explanation,A-2
819,artículo,nm,"article, product, item",A-2
820,debajo,adv,"underneath, below",B-2
821,permanecer,v,"stay, remain",A-3
822,asistir,v,attend,B-3
823,doce,num,twelve,B-2
824,radio,nmf,"radio; set (m), communication (f)",A-1-a
825,organizar,v,organize,A-2
826,película,nf,"movie, film",B-2
827,elección,nf,"election, choice",A-2
828,visita,nf,"visit, visitor, guest",A-1-b
829,contener,v,contain,A-2
830,apoyo,nm,"support, backing",B-2
831,presidente,nm,president,A-2
832,arma,nf (el),weapon,B-2
833,árbol,nm,tree,A-3
834,visitar,v,visit,A-1-b
835,informar,v,inform,A-2
836,encuentro,nm,"meeting, game, skirmish",B-2
837,parecido,adj,similar,B-2
838,corriente,nf,"current, flow",A-2
839,lectura,nf,reading,A-3
840,existencia,nf,"existence, life",A-2
841,lenguaje,nm,"language, speech",A-3
842,enviar,v,send,B-2
843,aun,adv,"even (though), still",B-2
844,destino,nm,"destination, destiny",A-2
845,educación,nf,education,A-2
846,cuidar,v,take care of,B-2
847,intervenir,v,intervene,A-2
848,operación,nf,operation,A-2
849,raro,adj,"strange, rare, scarce",A-1-b
850,perfectamente,adv,perfectly,A-2
851,extender,v,"extend, spread",A-2
852,comprobar,v,"verify, prove",B-2
853,nota,nf,"note, grade",A-1-b
854,particular,adj,"particular, peculiar",A-1-a
855,ése,pron,"that one (m), [ésa (f)]",B-1
856,militar,adj,military,A-2
857,dormir,v,sleep,A-3
858,unido,adj,united,A-2
859,discutir,v,"argue, discuss",A-2
860,extraordinario,adj,"extraordinary, exceptional",A-2
861,teatro,nm,"theater, drama",A-2
862,enfrentar,v,"confront, face",B-2
863,recién,adv,"recently, just",A-2
864,negocio,nm,"business, transaction",B-2
865,letra,nf,"letter, handwriting, lyrics",B-2
866,peor,adv,worse,B-2
867,sentimiento,nm,"feeling, sentiment",A-3
868,conducir,v,"lead, drive",A-3
869,completamente,adv,completely,A-2
870,firmar,v,sign,A-1-a
871,solución,nf,"solution, answer",A-2
872,mío,pron,mine,B-1
873,comida,nf,"food, meal",B-2
874,impresión,nf,"impression, printing",A-2
875,plano,nm,"plane, map, level",A-1-b
876,intención,nf,intention,A-2
877,ritmo,nm,rhythm,A-1-b
878,verde,adj,green,B-2
879,exacto,adj,"exact, faithful, true",A-2
880,respetar,v,respect,A-2
881,banco,nm,"(financial) bank, bench",A-1-b
882,inmediatamente,adv,immediately,A-2
883,sostener,v,"support, hold up",A-3
884,piel,nf,"skin, hide, fur",B-2
885,delante,adv,"(in) front (of), ahead",B-2
886,religioso,adj,religious,A-2
887,advertir,v,"notice, warn",B-2
888,oscuro,adj,"dark, obscure",A-3
889,control,nm,control,A-1-a
890,investigación,nf,investigation,A-2
891,transformar,v,"transform, change",A-2
892,conversación,nf,conversation,A-2
893,verano,nm,summer,B-2
894,respeto,nm,"respect, regard",A-2
895,norte,nm,north,A-1-b
896,mediante,prep,by means of,B-2
897,cuarto,adj,fourth,B-2
898,tradición,nf,tradition,A-2
899,bastar,v,be sufficient,B-2
900,población,nf,population,A-2
901,pareja,nf,"couple, pair",B-2
902,pasado,nm,past,A-1-b
903,diario,nm,newspaper,A-3
904,azul,adj,blue,B-2
905,mencionar,v,"mention, cite",A-2
906,generación,nf,generation,A-2
907,frío,adj,cold,B-2
908,visión,nf,vision,A-1-b
909,concreto,adj,"concrete, real",A-2
910,plantear,v,"propose, present",B-2
911,probar,v,"test, prove, try",A-3
912,derecho,adj,"right, straight",B-2
913,peligro,nm,"danger, menace",A-3
914,oro,nm,gold,B-2
915,justo,adv,just,A-1-a
916,manejar,v,"drive, handle",B-2
917,vino,nm,wine,A-1-a
918,unir,v,"unite, join (together)",A-2
919,caminar,v,walk,B-2
920,coincidir,v,"coincide, agree",A-2
921,etapa,nf,"stage, period",B-2
922,sencillo,adj,"simple, plain, easy",B-2
923,silencio,nm,silence,A-2
924,salvo,adv,"except (for), but",A-3
925,llenar,v,fill,B-2
926,dominar,v,"dominate, master",A-2
927,determinado,adj,"determined, fixed",A-2
928,artista,nc,"artist, performer",A-2
929,medir,v,measure,A-3
930,labor,nf,"labor, work, task",A-1-a
931,perdido,adj,lost,B-2
932,cielo,nm,"sky, heaven, ceiling",B-2
933,práctica,nf,"practice, skill",A-2
934,límite,nm,limit,A-1-b
935,masa,nf,"mass, dough, bulk, crowd",A-1-a
936,directamente,adv,"directly, straight away",A-2
937,atravesar,v,cross,B-2
938,formación,nf,"formation, education",A-2
939,perro,nm,dog,B-2
940,izquierda,nf,left,B-2
941,destacar,v,"emphasize, stand out",B-2
942,cercano,adj,near,B-2
943,cuarenta,num,forty,B-2
944,pronunciar,v,pronounce,A-2
945,distinguir,v,distinguish,A-2
946,energía,nf,"energy, power",A-2
947,confianza,nf,"confidence, trust",A-2
948,adecuado,adj,"adequate, suitable",B-2
949,introducir,v,"introduce, bring in",A-2
950,flor,nf,flower,B-2
951,esposa,nf,wife,A-3
952,comunicar,v,communicate,A-2
953,italiano,adj,Italian,A-2
954,invitar,v,invite,A-2
955,responsable,adj,responsible,A-2
956,feliz,adj,"happy, fortunate",A-3
957,revolución,nf,revolution,A-2
958,instalar,v,install,A-2
959,tardar,v,"delay, take long",B-2
960,mejorar,v,"improve, get better",B-2
961,maestro,nm,"teacher (m), master",A-3
962,emplear,v,employ,A-2
963,alemán,adj,German,B-2
964,convenir,v,"be agreeable, be convenient",A-3
965,recuperar,v,"recuperate, recover",A-2
966,fenómeno,nm,phenomenon,A-2
967,presión,nf,pressure,A-2
968,dado,adj,given,B-2
969,alumno,nm,"student, pupil",A-3
970,teoría,nf,theory,A-2
971,probablemente,adv,probably,A-2
972,tono,nm,tone,A-1-a
973,salud,nf,health,B-2
974,definir,v,define,A-2
975,superar,v,"overcome, surpass",A-3
976,señora,nf,"Mrs., lady, madam",B-2
977,exactamente,adv,exactly,A-2
978,afirmar,v,"assert, affirm",A-2
979,diario,adj,daily,A-3
980,histórico,adj,historical,A-2
981,debido,adj,debido a: due to,B-2
982,vía,nf,"por vía: by means; road, way",A-1-b
983,interpretar,v,interpret,A-2
984,alma,nf (el),soul,B-2
985,admitir,v,admit,A-2
986,identificar,v,identify,A-2
987,madera,nf,wood,B-2
988,fiesta,nf,"party, feast",B-2
989,calor,nm,"heat, warmth",B-2
990,mínimo,adj,minimum,A-2
991,afectar,v,affect,A-2
992,hogar,nm,"home, hearth",B-2
993,mente,nf,mind,A-3
994,seguramente,adv,"surely, securely",A-2
995,preocupación,nf,"worry, concern",A-3
996,reducir,v,reduce,A-2
997,concepto,nm,concept,A-2
998,montar,v,"ride, mount, assemble",A-3
999,teléfono,nm,"phone, telephone",A-2
1000,hoja,nf,"sheet, leaf",B-2
1001,parar,v,to stop (moving),B-2
1002,doble,adj,double,A-1-b
1003,devolver,v,"return, give back",B-2
1004,ejercer,v,"practice, exercise",A-2
1005,poseer,v,"possess, own",A-3
1006,proteger,v,protect,A-2
1007,causar,v,"cause, bring about",A-1-b
1008,rápidamente,adv,"rapidly, quickly",A-2
1009,determinar,v,"determine, decide",A-2
1010,fuerte,adj,strong,B-2
1011,escritor,nm/f,writer,A-3
1012,intento,nm,"attempt, try",A-3
1013,cobrar,v,charge (money),B-2
1014,regla,nf,"rule, ruler, regulation",A-3
1015,dividir,v,divide,A-2
1016,riesgo,nm,risk,B-2
1017,policía,nc,"police, police force, police officer",A-2
1018,inventar,v,"invent, make up",A-2
1019,estudiante,nc,student,A-2
1020,plaza,nf,"square, marketplace",B-2
1021,limitar,v,limit,A-1-b
1022,llamada,nf,"call, knock",B-2
1023,sensación,nf,"sensation, feeling",A-2
1024,enemigo,nm,enemy,A-3
1025,unidad,nf,"unit, unity",A-2
1026,luchar,v,"fight, wrestle",B-2
1027,idioma,nm,(specific) language,A-3
1028,raíz,nf,root,B-2
1029,compromiso,nm,"compromise, engagement",A-2
1030,comentario,nm,"remark, comment",A-2
1031,carga,nf,"load, charge, cargo",A-3
1032,marido,nm,husband,B-2
1033,quince,num,fifteen,B-2
1034,constante,adj,constant,A-2
1035,derecha,nf,"right, right hand",B-2
1036,extremo,nm,"edge, border, end",A-3
1037,individuo,nm,"individual, person",A-2
1038,contenido,nm,"contents, content",A-2
1039,semejante,adj,"similar, such, alike",B-2
1040,obligación,nf,obligation,A-2
1041,corte,nmf,"court (f), cut (m)",A-3
1042,extranjero,adj,"foreign, alien",A-3
1043,total,nm,(sum) total,A-1-a
1044,acudir,v,"attend, go to, frequent",B-2
1045,daño,nm,"harm, injury, damage",B-2
1046,tarde,adv,late,B-2
1047,mensaje,nm,message,A-2
1048,analizar,v,analyze,A-2
1049,lista,nf,"list, roster, roll",A-1-b
1050,región,nf,region,A-2
1051,evidente,adj,"evident, obvious",A-2
1052,niña,nf,"child, young girl",B-2
1053,culpa,nf,"blame, fault",B-2
1054,encargar,v,"entrust, [se] take charge of",B-2
1055,discusión,nf,"discussion, argument",A-2
1056,pelo,nm,hair,B-2
1057,destinar,v,"assign, appoint",A-3
1058,comparar,v,compare,A-2
1059,celebrar,v,celebrate,A-2
1060,fe,nf,faith,A-3
1061,fijo,adj,"fixed, steady",A-1-a
1062,central,adj,central,A-1-a
1063,referencia,nf,"reference, allusion",A-2
1064,sur,nm,south,B-2
1065,gesto,nm,gesture,A-3
1066,perspectiva,nf,perspective,A-2
1067,preparado,adj,prepared,A-2
1068,sonar,v,"sound, ring",A-3
1069,manifestar,v,"express, show",A-2
1070,controlar,v,control,A-2
1071,saltar,v,"jump, leap, hop",B-2
1072,acaso,adv,"by chance, maybe",B-2
1073,colegio,nm,"(high) school, college",A-3
1074,inmenso,adj,"immense, vast, huge",A-2
1075,venta,nf,sale,B-2
1076,documento,nm,document,A-1-b
1077,citar,v,"cite, quote",A-1-a
1078,televisión,nf,"TV, television",A-2
1079,chico,nm,boy,B-2
1080,novela,nf,novel,A-1-b
1081,requerir,v,require,A-2
1082,moral,adj,moral,A-1-a
1083,alcance,nm,"reach, scope",B-2
1084,curioso,adj,"curious, strange",A-2
1085,crisis,nf,crisis,A-1-a
1086,fundamental,adj,fundamental,A-1-b
1087,incorporar,v,"incorporate, include",A-2
1088,presente,adj,"present, current",A-1-b
1089,máximo,adj,maximum,A-3
1090,literatura,nf,literature,A-2
1091,batalla,nf,battle,B-2
1092,europeo,adj,European,B-2
1093,dueño,nm,"owner, landlord (m)",B-2
1094,perseguir,v,"persecute, pursue, chase",A-3
1095,vecino,nm,neighbor,B-2
1096,sector,nm,"sector, area, section",A-1-a
1097,pintura,nf,"painting, paint",B-2
1098,accidente,nm,"accident, irregularity",A-2
1099,oficial,adj,"official, authorized",A-2
1100,procurar,v,"try, seek",A-3
1101,numeroso,adj,numerous,A-2
1102,influencia,nf,influence,A-2
1103,intelectual,adj,intellectual,A-2
1104,empleado,nm,employee,A-2
1105,casar,v,marry,B-2
1106,prácticamente,adv,practically,A-2
1107,moneda,nf,"coins, currency",B-2
1108,facilidad,nf,"ease, facility",A-2
1109,matrimonio,nm,"marriage, married couple",A-3
1110,escaso,adj,"scarce, very little",B-2
1111,iglesia,nf,church,A-3
1112,ayer,adv,yesterday,B-2
1113,oficina,nf,office,B-2
1114,cristiano,adj,Christian,A-2
1115,institución,nf,institution,A-2
1116,someter,v,subject,A-3
1117,fundar,v,"found, base",A-3
1118,seguro,adj,"safe, sure, secure",A-2
1119,intenso,adj,"intense, acute",A-2
1120,frío,nm,cold,B-2
1121,domingo,nm,Sunday,A-3
1122,reacción,nf,reaction,A-2
1123,elevar,v,"elevate, raise",A-2
1124,cantar,v,sing,B-2
1125,acontecimiento,nm,"event, happening",B-2
1126,costa,nf,coast,A-1-b
1127,peligroso,adj,dangerous,B-2
1128,lento,adj,slow,B-2
1129,método,nm,method,A-1-a
1130,comunidad,nf,community,A-2
1131,coche,nm,"car, carriage",B-2
1132,asumir,v,"assume, take on",A-2
1133,aclarar,v,"clarify, clear up",B-2
1134,arrastrar,v,"drag, pull",B-2
1135,página,nf,page,A-3
1136,declarar,v,"declare, testify",A-2
1137,frecuencia,nf,frequency,A-2
1138,conclusión,nf,"conclusion, end",A-2
1139,escena,nf,"scene, stage, setting",A-3
1140,falso,adj,FALSE,A-1-b
1141,estructura,nf,structure,A-2
1142,beneficio,nm,"benefit, profit",A-2
1143,alimento,nm,"food, nourishment",A-3
1144,tranquilo,adj,"calm, tranquil, relaxed",B-2
1145,velocidad,nf,"speed, velocity",A-2
1146,barrio,nm,"neighborhood, district",B-2
1147,nombrar,v,"name, appoint",A-3
1148,análisis,nm,analysis,A-2
1149,confundir,v,confuse,A-2
1150,frontera,nf,"border, frontier",A-3
1151,describir,v,describe,A-3
1152,lejano,adj,distant,B-2
1153,breve,adj,"brief, short",A-3
1154,temor,nm,fear,A-3
1155,calcular,v,"calculate, figure out",A-2
1156,conformar,v,conform,A-2
1157,ataque,nm,"attack, raid",B-2
1158,pintar,v,paint,A-1-b
1159,cine,nm,"cinema, US movie theater",A-3
1160,rama,nf,"branch, bough, limb",A-3
1161,repartir,v,"divide, deliver, distribute",B-2
1162,comienzo,nm,"start, beginning",B-2
1163,exterior,adj,"exterior, outside",A-1-a
1164,barco,nm,"boat, ship",B-2
1165,partida,nf,"game, match, departure",A-1-b
1166,hallar,v,find (out),B-2
1167,ordenar,v,"put in order, organize",A-2
1168,aparato,nm,"apparatus, device",A-2
1169,convencer,v,"convince, persuade",A-2
1170,médico,adj,medical,A-2
1171,extranjero,nm,foreigner,A-3
1172,cámara,nf,"camera, chamber",A-1-a
1173,creación,nf,creation,A-2
1174,rodear,v,surround,B-2
1175,ajeno,adj,"not belonging to, detached",B-2
1176,reflejar,v,reflect,A-2
1177,gana,nf,desire,B-2
1178,seco,adj,"dry, arid",B-2
1179,quinto,adj,fifth,B-2
1180,moda,nf,"fashion, form",A-1-a
1181,absolutamente,adv,"absolutely, completely",A-2
1182,rechazar,v,reject,A-3
1183,contribuir,v,contribute,A-2
1184,ruido,nm,noise,B-2
1185,cama,nf,bed (furniture),B-2
1186,infantil,adj,"of children, childlike, infantile",A-2
1187,técnica,nf,"technique, skill",A-2
1188,consejo,nm,"advice, council, counsel",A-3
1189,internacional,adj,international,A-2
1190,violencia,nf,violence,A-2
1191,original,adj,original,A-1-a
1192,sonido,nm,sound,A-3
1193,vencer,v,"overcome, conquer",B-2
1194,estrella,nf,star,B-2
1195,útil,adj,useful,A-3
1196,alejar,v,move away,B-2
1197,mirada,nf,"gaze, look",B-2
1198,tremendo,adj,"tremendous, dreadful, huge",A-2
1199,cuándo,adv,when?,B-2
1200,temprano,adj,early,B-2
1201,pierna,nf,leg,B-2
1202,transmitir,v,"transmit, broadcast",A-2
1203,marchar,v,"go, leave, march",A-1-a
1204,hambre,nf (el),"hunger, starvation",B-2
1205,placer,nm,pleasure,B-2
1206,profesión,nf,"profession, occupation",A-2
1207,destruir,v,"destroy, ruin",A-2
1208,separado,adj,separate,A-2
1209,opinar,v,"think, be of the opinion",A-2
1210,objetivo,nm,objective,A-2
1211,honor,nm,"honor, honesty",A-1-a
1212,montaña,nf,mountain,A-3
1213,cometer,v,commit,A-2
1214,lógico,adj,logical,A-2
1215,instante,nm,"instant, moment",A-2
1216,viento,nm,"wind, scent",A-3
1217,lluvia,nf,rain,A-3
1218,ejército,nm,army,B-2
1219,trasladar,v,"move, transfer",A-3
1220,tren,nm,"train, convoy",A-1-b
1221,concluir,v,"conclude, finish",A-2
1222,círculo,nm,"circle, club",A-2
1223,auténtico,adj,authentic,A-2
1224,hermoso,adj,"beautiful, lovely",B-2
1225,oponer,v,oppose,A-2
1226,ventaja,nf,"advantage, benefit",B-2
1227,figurar,v,"appear, represent, figure (in)",A-2
1228,terrible,adj,terrible,A-1-b
1229,isla,nf,island,A-3
1230,torno,nm,"en torno a: about, regarding",B-2
1231,sentado,adj,seated,B-2
1232,amistad,nf,friendship,B-2
1233,concentrar,v,concentrate,A-2
1234,correcto,adj,"correct, suitable",A-2
1235,mañana,adv,tomorrow,B-2
1236,cadena,nf,chain,B-2
1237,político,nm/f,politician,A-2
1238,rey,nm,king,B-2
1239,permanente,adj,permanent,A-2
1240,ánimo,nm,"zest, spirit, heart",B-2
1241,trato,nm,"treatment, manner, agreement",B-2
1242,ejercicio,nm,"exercise, practice",A-2
1243,organización,nf,organization,A-2
1244,agosto,nm,August,A-3
1245,secretario,nm/f,secretary,A-2
1246,norteamericano,adj,North American,B-2
1247,ignorar,v,be unaware,A-1-a
1248,dedo,nm,"finger, toe, digit",B-2
1249,gasto,nm,"expense, expenditure",B-2
1250,café,nm,"coffee, café",A-1-b
1251,diálogo,nm,"dialogue, conversation",A-2
1252,dudar,v,(have) doubt,B-2
1253,comercial,adj,"commercial, shopping",A-2
1254,discurso,nm,"lecture, discourse, talk",B-2
1255,obligado,adj,"obliged, required",A-3
1256,hermana,nf,sister,B-2
1257,descansar,v,rest,B-2
1258,caja,nf,"bank, box, safe",B-2
1259,juez,nc,judge,A-3
1260,particular,nm,"particular, detail, individual",A-1-a
1261,americano,adj,American,A-2
1262,poeta,nc,poet,A-1-b
1263,interior,adj,"interior, inside",A-1-a
1264,sorpresa,nf,surprise,A-2
1265,ventana,nf,window,B-2
1266,característica,nf,"characteristic, aspect",A-2
1267,adoptar,v,adopt,A-2
1268,arrancar,v,"start (machine), uproot",B-2
1269,disfrutar,v,enjoy,B-2
1270,práctico,adj,"practical, skillful",A-2
1271,suma,nf,"sum, amount, summary",A-1-b
1272,molestar,v,"bother, disturb, upset",B-2
1273,excelente,adj,excellent,A-2
1274,volumen,nm,volume,A-1-b
1275,estación,nf,"station, season",A-2
1276,atrever,v,dare,B-2
1277,cultural,adj,cultural,A-2
1278,complejo,adj,"complex, complicated",A-1-b
1279,argumento,nm,"argument, plot",A-2
1280,categoría,nf,category,A-2
1281,plata,nf,"silver, money",B-2
1282,conflicto,nm,conflict,A-2
1283,avión,nm,"plane, airplane, aircraft",A-3
1284,débil,adj,weak,B-2
1285,ropa,nf,"clothes, clothing",B-3
1286,examen,nm,"examination, exam",A-2
1287,habitante,nm,inhabitant,A-2
1288,acerca,adv,"about, concerning",B-2
1289,ceder,v,"give way, yield",B-2
1290,justicia,nf,"justice, fairness",A-2
1291,independiente,adj,"independent, self-sufficient",A-2
1292,criterio,nm,criterion,A-2
1293,atraer,v,attract,A-2
1294,convencido,adj,"convinced, persuaded",B-2
1295,plazo,nm,"deadline, installment",B-2
1296,pendiente,adj,"aware of, pending",A-3
1297,kilómetro,nm,kilometer,A-2
1298,hospital,nm,hospital,A-1-a
1299,satisfacción,nf,satisfaction,A-2
1300,futuro,adj,future,A-1-a
1301,acumular,v,"accumulate, amass",A-2
1302,desconocido,adj,unknown,B-2
1303,practicar,v,practice,A-2
1304,gozar,v,enjoy,B-2
1305,muchísimo,adj,"great many, great amount",B-2
1306,sesenta,num,sixty,B-2
1307,silla,nf,"chair, seat",B-2
1308,justificar,v,"justify, excuse",A-2
1309,tradicional,adj,traditional,A-2
1310,soportar,v,"endure, stand (something)",A-3
1311,juventud,nf,youth,B-2
1312,resistir,v,"resist, endure",A-2
1313,aparte,adv,"apart, aside, separately",B-2
1314,triste,adj,"sad, unhappy",B-2
1315,acceso,nm,"access, entry",A-2
1316,marco,nm,"frame, mark, setting",B-2
1317,vestir,v,"wear, dress",A-3
